0.000000000000000000e+00,1.601713251907457341e-15
1.000000000000000000e+00,1.513594500243395022e-02
2.000000000000000000e+00,5.299584241925778261e-02
3.000000000000000000e+00,1.147924258600697689e-01
4.000000000000000000e+00,1.928616522030418279e-01
5.000000000000000000e+00,2.747875126798380307e-01
6.000000000000000000e+00,3.582374200987798463e-01
7.000000000000000000e+00,4.356081168904448742e-01
8.000000000000000000e+00,5.050654436195900487e-01
9.000000000000000000e+00,5.641773351438216233e-01
1.000000000000000000e+01,6.149371674363475204e-01
1.100000000000000000e+01,6.576234082927640001e-01
1.200000000000000000e+01,6.943152611041627509e-01
1.300000000000000000e+01,7.253405899279805613e-01
1.400000000000000000e+01,7.508303490653670531e-01
1.500000000000000000e+01,7.726398480318988904e-01
1.600000000000000000e+01,7.923577150493413823e-01
1.700000000000000000e+01,8.085149229479258182e-01
1.800000000000000000e+01,8.224640934517081226e-01
1.900000000000000000e+01,8.356855321900105160e-01
2.000000000000000000e+01,8.468539271088577625e-01
2.100000000000000000e+01,8.570044490293911021e-01
2.200000000000000000e+01,8.657694694980569983e-01
2.300000000000000000e+01,8.739164214362078464e-01
2.400000000000000000e+01,8.806849519430413054e-01
2.500000000000000000e+01,8.859551312181830340e-01
2.600000000000000000e+01,8.907413836037280097e-01
2.700000000000000000e+01,8.941330191120596682e-01
2.800000000000000000e+01,8.959031511189525787e-01
2.900000000000000000e+01,8.955535516418617892e-01
3.000000000000000000e+01,8.936490833715480253e-01
3.100000000000000000e+01,8.890125921039102597e-01
3.200000000000000000e+01,8.832137192870934683e-01
3.300000000000000000e+01,8.764287590571271380e-01
3.400000000000000000e+01,8.699963105632184668e-01
3.500000000000000000e+01,8.638939822867859331e-01
3.600000000000000000e+01,8.607599854978755793e-01
3.700000000000000000e+01,8.593522535342635882e-01
3.800000000000000000e+01,8.602257256447923828e-01
3.900000000000000000e+01,8.630694267648721940e-01
4.000000000000000000e+01,8.674430974942843875e-01
4.100000000000000000e+01,8.717821211326184372e-01
4.200000000000000000e+01,8.742523841215563696e-01
4.300000000000000000e+01,8.753931970738931811e-01
4.400000000000000000e+01,8.733722803405985502e-01
4.500000000000000000e+01,8.674142797205935951e-01
4.600000000000000000e+01,8.598016306914502138e-01
4.700000000000000000e+01,8.502014665721843167e-01
4.800000000000000000e+01,8.396684108811844904e-01
4.900000000000000000e+01,8.292202534977842765e-01
5.000000000000000000e+01,8.202769810544496831e-01
